[English Term]	[Arabic Translation]	[Sentiment Score]	[Positive Occurrence Count]	[Negative Occurrence Count]
detailing	تفصيل	-0.62	2	6
wrights	رايت	-0.62	1	3
hing	هينج	-0.62	2	6
numerical	عددي	-0.62	1	3
cote	زريبة	-0.62	1	3
journalist	صحافي	-0.62	7	21
#mandate	#تفويض	-0.62	1	3
pantomime	إيمائية	-0.62	2	6
discos	المراقص	-0.62	1	3
endorsement	موافقة	-0.62	1	3
impractical	غير عملي	-0.62	1	3
pines	الصنوبر	-0.62	1	3
sone	سون	-0.62	1	3
levis	ليفيس	-0.62	1	3
tweak	قرص	-0.62	2	6
frazier	فرايزر	-0.62	1	3
imdb	شجونه	-0.62	1	3
contradict	تعارض	-0.62	3	9
choreographing	تصميم رقصة	-0.62	1	3
erics	إريكس]	-0.62	1	3
pollo	بولو	-0.62	1	3
sory	سوري	-0.62	1	3
cheesed	شيىء	-0.62	1	3
mover	المحرك	-0.62	1	3
#egypt	#مصر	-0.62	3	9
koi	كوي	-0.62	1	3
shamefully	مخجل	-0.62	1	3
mics	ميكروفونات	-0.62	2	6
mara	مارا	-0.62	2	6
ingenuity	براعة	-0.62	1	3
#humanity	#الجنس_البشري	-0.62	1	3
judgment	حكم	-0.62	2	6
#bald	#أصلع	-0.62	1	3
hex	عرافة	-0.62	1	3
golfers	لاعبي الغولف	-0.62	2	6
lorax	راكس	-0.62	2	6
delirious	هذياني	-0.62	2	6
reba	ريبا	-0.62	1	3
sill	عتبة	-0.62	1	3
dense	كثيف	-0.62	1	3
thay	تاي	-0.62	3	9
luxuries	الكماليات	-0.62	1	3
aft	الخلف	-0.62	1	3
lag	تأخر	-0.62	5	15
foosball	فوسبال	-0.62	1	3
prominent	بارز	-0.62	1	3
salty	مالح	-0.62	14	42
#comical	#هزلي	-0.62	1	3
formers	مشكلي	-0.62	1	3
armor	درع	-0.62	5	15
bumpers	مصدات	-0.62	1	3
#crisis	#أزمة	-0.62	1	3
housekeeper	مدبرة المنزل	-0.62	1	3
indonesia	أندونيسيا	-0.62	5	15
cycles	دورات	-0.62	1	3
pegasus	بيغاسوس	-0.62	1	3
anagram	إعادة ترتيب الأحرف	-0.62	1	3
descend	نزل	-0.62	1	3
#sadly	#للأسف	-0.62	1	3
bravest	اشجع	-0.62	1	3
ccc	مجلس التعاون الجمركي	-0.62	1	3
tracker	تعقب	-0.62	3	9
postcards	بطاقات بريدية	-0.62	1	3
literary	أدبي	-0.62	2	6
garcia	غارسيا	-0.62	5	15
#epl	#الدوري_الإنجليزي	-0.62	4	12
#pacquiao	#الرماية	-0.62	1	3
#tits	#الثدي	-0.62	2	6
kitch	كيتش	-0.62	1	3
downgraded	خفضت	-0.62	2	6
undercooked	غير المطبوخة جيدا	-0.62	1	3
slaughtered	ذبح	-0.62	6	18
swoop	انقضاض	-0.62	2	6
fad	بدعة	-0.62	4	12
pitty	بيتي	-0.62	5	15
conviction	إدانة	-0.62	4	12
motorized	بمحركات	-0.62	1	3
wept	بكى	-0.62	3	9
cleveland	كليفلاند	-0.62	12	36
arab	عربي	-0.62	7	21
depraved	لئيم	-0.62	1	3
gargling	غرغرة	-0.62	1	3
contacting	الاتصال	-0.62	3	9
onstage	على المسرح	-0.62	1	3
grads	الخريجون	-0.62	2	6
frustrate	أبطل	-0.62	1	3
fuc	الجبهة المتحدة	-0.62	1	3
#malaysia	#ماليزيا	-0.62	1	3
shrinks	تنكمش	-0.62	1	3
probe	مسبار	-0.62	1	3
diarrhea	الإسهال	-0.62	5	15
distraction	إلهاء	-0.62	8	24
dickey	ديكي	-0.62	2	6
cannoli	كانولي	-0.62	1	3
trainwreck	حطام القطار	-0.62	1	3
badges	شارات	-0.62	1	3
ales	الس	-0.62	2	6
hospice	تكية	-0.62	1	3
scottsdale	سكوتسديل	-0.62	1	3
wic	الر	-0.62	1	3
blindfold	عصب العينين	-0.62	1	3
#away	#بعيدا	-0.62	1	3
compromised	خطر	-0.62	1	3
recovers	يتعافى	-0.62	1	3
msgs	الرسائل	-0.62	4	12
sleepovers	قضاء الليل خارج المنزل	-0.62	1	3
variation	تغيير	-0.62	2	6
yodel	يودل أغنية سويسرية	-0.62	1	3
moron	المغفل	-0.62	13	39
consultation	تشاور	-0.62	2	6
timers	توقيت	-0.62	2	6
snipe	قنص	-0.62	6	18
memorials	النصب التذكارية	-0.62	1	3
severity	خطورة	-0.62	1	3
#saying	#قول	-0.62	1	3
draggin	جره	-0.62	1	3
carlow	كارلو	-0.62	1	3
healy	هيلي	-0.62	2	6
chisel	إزميل	-0.62	1	3
fordham	فوردهام	-0.62	1	3
plagued	ابتليت	-0.62	1	3
pacers	بيسرز	-0.62	2	6
quickness	سرعة	-0.62	1	3
customary	عرفي	-0.62	1	3
sez	المناطق الاقتصادية الخاصة	-0.62	1	3
respectfully	باحترام	-0.62	1	3
motions	الاقتراحات	-0.62	2	6
whitaker	ويتاكر	-0.62	1	3
dosing	الجرعات	-0.62	1	3
#who	#الذي	-0.62	2	6
exaggerated	مبالغ فيه	-0.62	1	3
hunchback	ذو الحدبة	-0.62	1	3
andr	أندريه	-0.62	1	3
adopting	اعتماد	-0.62	2	6
forbes	فوربس	-0.62	2	6
bumpy	وعر	-0.62	3	9
instalment	قسط	-0.62	1	3
disarray	فوضى	-0.62	1	3
dustbin	صندوق القمامة	-0.62	1	3
educate	تعليم	-0.62	5	15
linguistics	علم اللغة	-0.62	1	3
stampede	فرار جماعي	-0.62	2	6
middlesex	ميدلسكس	-0.62	1	3
vlad	فلاد	-0.62	1	3
#trains	#القطارات	-0.62	1	3
vu	فو	-0.62	2	6
disapproving	رافض	-0.62	1	3
gelled	تبلور	-0.62	1	3
hams	الهمص	-0.62	2	6
attest	أشهد	-0.62	1	3
millisecond	ميلي ثانية واحدة	-0.62	1	3
#slimy	#غروي	-0.62	1	3
jive	رقص الجاز	-0.62	1	3
protectors	حماة	-0.62	1	3
defeated	مهزوم	-0.62	7	21
listerine	يسترين	-0.62	2	6
#wealthy	#ثري	-0.62	1	3
posturing	المواقف	-0.62	1	3
broadcasted	بث	-0.62	1	3
#drunks	#السكارى	-0.62	1	3
wrangler	راعي البقر	-0.62	1	3
anaemic	مصاب بفقر الدم	-0.62	1	3
atonement	كفارة	-0.62	1	3
fleas	البراغيث	-0.62	3	9
unfashionable	غير عصري	-0.62	1	3
#chronic	#مزمن	-0.62	1	3
sentences	جمل	-0.62	5	15
uneaten	غير مأكول	-0.62	1	3
cme	التعليم الطبي المستمر	-0.62	1	3
nape	مؤخر العنق	-0.62	1	3
scrum	سكروم	-0.62	2	6
programmed	برمجة	-0.62	1	3
lurk	ثابر	-0.62	2	6
#puked	#متقيأ	-0.62	1	3
#alcoholic	#سكير	-0.62	4	12
acidic	الحمضية	-0.62	1	3
adhere	تقيد	-0.62	1	3
dillon	ديلون	-0.62	2	6
thrash	جلد	-0.62	2	6
spokesman	الناطق بلسان	-0.62	1	3
tagalog	التاغالوغية	-0.62	1	3
shins	السيقان	-0.62	3	9
demoted	تخفيض	-0.62	2	6
surveys	المسوحات	-0.62	1	3
drawn	مسحوب	-0.62	22	66
fairytales	حكايات	-0.62	1	3
devout	ورع	-0.62	1	3
wallahi	والله	-0.62	1	3
plagiarized	مسروق	-0.62	1	3
#diseased	#المريضة	-0.62	1	3
welt	زود بحاشية	-0.62	1	3
#dicks	#ديكس	-0.62	1	3
forwarded	أحال	-0.62	1	3
manicured	مشذب	-0.62	1	3
blindfolded	معصوب العينين	-0.62	1	3
#till	#حتى	-0.62	1	3
nus	جامعة سنغافورة الوطنية	-0.62	1	3
reck	اهتم	-0.62	1	3
#ryan	#ريان	-0.62	3	9
patting	الربت	-0.62	2	6
misinformed	معلومات خاطئة	-0.62	1	3
speck	بقعة	-0.62	1	3
savoury	فاتح للشهية	-0.62	1	3
detecting	كشف	-0.62	1	3
sev	بغازي	-0.62	1	3
oy	أوي	-0.62	2	6
refrigerated	المبردة	-0.62	1	3
#path	#مسار	-0.62	1	3
stop	توقف	-0.623	1404	4225
lives	حياة	-0.624	167	503
worried	قلق	-0.624	76	229
shits	يتغوط	-0.625	64	193
hahahahaha	هههههههههه	-0.625	60	181
wear	ارتداء	-0.625	838	2528
#fuck	#اللعنة	-0.625	60	181
election	انتخابات	-0.627	46	139
throw	رمي	-0.627	343	1037
not	ليس	-0.628	8593	25988
adult	بالغ	-0.628	39	118
dame	سيدة	-0.629	36	109
followers	أتباع	-0.629	237	718
swallow	ابتلاع	-0.629	36	109
customer	زبون	-0.63	124	376
promise	وعد	-0.632	78	237
heads	رؤساء	-0.632	79	240
saying	قول	-0.632	463	1406
rate	معدل	-0.633	73	222
amount	كمية	-0.633	219	666
southampton	ساوثامبتون	-0.633	25	76
hahahaha	هههههههه	-0.635	191	582
henderson	هندرسون	-0.635	21	64
humans	البشر	-0.635	22	67
anti	المضادة	-0.636	41	125
force	قوة	-0.636	59	180
blank	فراغ	-0.636	20	61
slave	عبد	-0.637	19	58
ignoring	تجاهل	-0.637	38	116
crawl	زحف	-0.638	53	162
otherwise	وإلا	-0.638	36	110
regret	ندم	-0.638	89	272
wana	وانا	-0.638	37	113
who	الذي	-0.638	3383	10338
miss	الآنسة	-0.639	835	2554
givin	غيفين	-0.64	16	49
nor	ولا	-0.64	49	150
geek	المهوس	-0.64	16	49
customers	الزبائن	-0.64	48	147
breath	تنفس	-0.641	156	478
tl	ليرة تركية	-0.641	77	236
kill	قتل	-0.641	304	932
chavs	كابس	-0.642	15	46
jackets	السترات الواقية من الرصاص	-0.642	29	89
evil	شر	-0.642	44	135
flames	النيران	-0.642	15	46
talked	تحدث	-0.644	109	335
dodgy	محايل	-0.645	13	40
horror	رعب	-0.646	111	342
help	مساعدة	-0.646	550	1694
battles	المعارك	-0.647	12	37
crap	حماقة	-0.647	322	993
#seriously	#بجدية	-0.647	48	148
feelings	مشاعر	-0.647	189	583
tattoos	الوشم	-0.648	92	284
them	هم	-0.65	2520	7791
prevent	منع	-0.65	11	34
user	المستخدم	-0.65	11	34
stalking	المطاردة	-0.651	21	65
#blackfriday	#الجمعة_السوداء	-0.652	10	31
bothering	مضايقة	-0.652	10	31
mil	المل وحدة طول	-0.652	10	31
booing	صيحات الاستهجان	-0.652	10	31
playoff	يتنحنح	-0.652	20	62
husbands	الأزواج	-0.652	10	31
ku	كو	-0.652	10	31
continuously	بشكل مستمر	-0.652	10	31
surely	بالتأكيد	-0.653	79	245
shove	غرز	-0.654	19	59
hide	إخفاء	-0.655	74	230
lasted	استمر	-0.655	28	87
wouldn	وولدن	-0.656	407	1266
mph	ميل في الساعة	-0.656	9	28
military	عسكري	-0.656	27	84
forced	قسري	-0.656	72	224
butcher	جزار	-0.656	9	28
authority	هيئة	-0.656	9	28
poo	براز	-0.656	81	252
method	طريقة	-0.656	9	28
tempted	إغراء	-0.657	26	81
brom	بروميتش البيون	-0.658	17	53
coins	عملات معدنية	-0.658	17	53
employees	الموظفين	-0.659	25	78
bc	قبل الميلاد	-0.659	167	521
bet	رهان	-0.659	251	783
jewish	يهودية	-0.66	8	25
colleges	الكليات	-0.66	8	25
possession	حيازة	-0.66	16	50
warned	حذر	-0.66	8	25
titles	عناوين	-0.66	8	25
braids	الضفائر	-0.66	8	25
tu	تو	-0.66	8	25
hangovers	الإفراط في تناول الكحول	-0.66	16	50
hid	أخفى	-0.66	8	25
rudolph	رودولف	-0.66	8	25
antics	سلوك	-0.66	16	50
doug	دوغ	-0.66	8	25
care	رعاية	-0.661	675	2110
beaten	ضرب	-0.662	39	122
hater	القبعى صانع القبعات	-0.663	15	47
effort	جهد	-0.663	151	473
fucker	الأبله	-0.663	30	94
yourselves	أنفسكم	-0.664	22	69
sentence	جملة	-0.664	37	116
whether	سواء	-0.665	64	201
statue	تمثال	-0.666	7	22
banking	مصرفي	-0.666	7	22
seriousness	خطورة	-0.666	7	22
cashier	أمين الصندوق	-0.666	7	22
cry	صرخة	-0.666	445	1398
inter	بين	-0.666	7	22
adopt	تبنى	-0.666	7	22
youd	يوود	-0.666	7	22
theaters	المسارح	-0.666	7	22
discipline	انضباط	-0.666	7	22
muck	ارض خصبة	-0.666	7	22
chirp	غرد	-0.666	7	22
prediction	تنبؤ	-0.666	7	22
downed	تم اسقاطها	-0.666	7	22
pau	باو	-0.666	7	22
scream	صرخة	-0.666	56	176
furry	فروي	-0.666	7	22
possess	تملك	-0.666	7	22
intentions	النوايا	-0.666	14	44
tht	تى اتش تى	-0.667	89	280
thought	فكر	-0.667	1148	3611
cliff	جرف	-0.668	34	107
spewed	انبعث	-0.67	13	41
figure	الشكل	-0.67	117	369
use	استعمال	-0.67	631	1990
smallest	أصغر	-0.67	13	41
dreads	يخشى	-0.67	13	41
weigh	وزن	-0.67	13	41
referring	مشيرا	-0.67	13	41
seem	بدا	-0.671	191	603
evidence	دليل	-0.671	19	60
emoji	الرموز التعبيرية	-0.671	19	60
expect	توقع	-0.672	204	645
deleted	حذف	-0.672	56	177
bye	وداعا	-0.672	86	272
discuss	مناقشة	-0.672	25	79
youre	كنت	-0.672	93	294
throws	يلقي	-0.673	49	155
relationships	العلاقات	-0.673	61	193
ibuprofen	ايبوبروفين	-0.674	6	19
weekender	عطلة نهاية الأسبوع	-0.674	12	38
accidents	الحوادث	-0.674	6	19
idek	يدعك	-0.674	6	19
wagon	عربة	-0.674	18	57
questioning	استجواب	-0.674	12	38
slower	أبطأ	-0.674	6	19
robbery	سرقة	-0.674	6	19
committing	التزام	-0.674	6	19
#needit	#في_حاجة_إليها	-0.674	6	19
insults	الشتائم	-0.674	6	19
usage	استعمال	-0.674	6	19
tack	مسمار	-0.674	6	19
estimated	مقدر	-0.674	6	19
whine	أنين	-0.674	6	19
ent	والأنف والحنجرة	-0.674	6	19
#nervous	#عصبي	-0.674	18	57
convention	اتفاقية	-0.674	6	19
hostage	رهينة	-0.674	6	19
wobble	تمايل	-0.674	6	19
sheesh	شيش	-0.674	6	19
homeless	مشرد	-0.674	48	152
proceeded	شرع	-0.674	6	19
trace	أثر	-0.674	6	19
logos	الشعارات	-0.674	6	19
ashtray	مرمدة	-0.674	6	19
system	نظام	-0.675	100	317
treated	المعالجة	-0.675	53	168
eyebrows	الحاجبين	-0.675	76	241
bloke	رجل	-0.676	40	127
dumbass	غبي	-0.676	23	73
misses	يخطئ	-0.676	23	73
manage	إدارة	-0.676	69	219
assholes	المتسكعون	-0.676	23	73
habits	عادات	-0.677	17	54
odds	خلاف	-0.677	17	54
males	الذكور	-0.678	11	35
rondo	الرندة مقطوعة موسيقية	-0.678	11	35
skank	سكانك	-0.678	11	35
toys	اللعب	-0.678	22	70
allow	السماح	-0.68	59	188
lower	أدنى	-0.68	48	153
monopoly	احتكار	-0.68	16	51
sneezed	عطست	-0.68	27	86
affect	تؤثر	-0.68	16	51
himself	نفسه	-0.681	115	367
even	حتى	-0.683	3588	11463
stanford	ستانفورد	-0.684	5	16
depths	أعماق	-0.684	5	16
blamed	اللوم	-0.684	10	32
rattle	حشرجة الموت	-0.684	5	16
assuming	على افتراض	-0.684	10	32
vehicles	سيارات	-0.684	5	16
majority	أغلبية	-0.684	50	160
dungeon	زنزانة	-0.684	5	16
hallmark	سمة مميزة	-0.684	5	16
tong	تونغ	-0.684	5	16
li	لى	-0.684	5	16
#smell	#رائحة	-0.684	5	16
apartments	الشقق	-0.684	5	16
sucky	مرضية تماما، فيرجى	-0.684	5	16
#dangerous	#خطير	-0.684	5	16
murder	قتل	-0.684	50	160
tantrum	نوبة غضب	-0.684	5	16
neither	لا	-0.684	50	160
webb	ويب	-0.684	10	32
lust	شهوة	-0.684	5	16
psychotic	ذهاني	-0.684	5	16
temper	مزاج	-0.684	10	32
summary	ملخص	-0.684	5	16
vernon	فيرنون	-0.684	5	16
unwell	مريض	-0.684	5	16
agreeing	الاتفاق	-0.684	5	16
bittersweet	حلو ومر	-0.684	5	16
baylor	بايلور	-0.684	5	16
glance	لمحة	-0.684	5	16
bracelets	أساور	-0.684	10	32
wasn	اسن	-0.685	399	1278
cuts	تخفيضات	-0.686	34	109
kidding	مزاح	-0.686	93	298
obama	أوباما	-0.687	154	494
tellin	تيلين	-0.687	19	61
trust	ثقة	-0.687	200	642
questions	الأسئلة	-0.688	61	196
accidently	بالصدفه	-0.689	14	45
smack	صفعة	-0.689	28	90
troll	القزم	-0.689	14	45
notice	إشعار	-0.689	144	463
hiding	إخفاء	-0.69	46	148
#really	#حقا	-0.69	32	103
bryant	براينت	-0.691	9	29
generous	كريم	-0.691	9	29
olds	الذين تتراوح أعمارهم بين	-0.691	81	261
wondered	تساءل	-0.691	9	29
item	العنصر	-0.691	18	58
wedge	وتد	-0.691	9	29
ut	التحرير	-0.691	9	29
#need	#حاجة	-0.691	9	29
numerous	كثير	-0.691	9	29
burke	بيرك	-0.691	9	29
buses	الحافلات	-0.691	27	87
obese	بدين	-0.691	18	58
roy	روي	-0.691	9	29
christ	يسوع المسيح	-0.692	85	274
benefit	فائدة	-0.693	22	71
breathing	تنفس	-0.693	44	142
miley	مايلي	-0.693	48	155
hell	الجحيم	-0.693	661	2133
#bye	#وداعا	-0.694	13	42
havent	طعاما	-0.694	100	323
chicks	فراخ	-0.694	69	223
shooter	بندقية	-0.694	13	42
bums	المتشردون	-0.694	13	42
try	محاولة	-0.695	866	2801
sickness	مرض	-0.695	34	110
someone	شخص ما	-0.697	2241	7267
print	طباعة	-0.697	104	337
millions	الملايين	-0.698	37	120
plaster	جص	-0.7	4	13
necking	معانقة	-0.7	4	13
self	النفس	-0.7	270	878
insidious	مغو	-0.7	4	13
minge	فرج	-0.7	4	13
addicts	المدمنين	-0.7	4	13
doomed	محكوم	-0.7	4	13
anythin	اي شيء	-0.7	4	13
uniforms	الزي الرسمي	-0.7	28	91
weirdo	غريب الأطوار	-0.7	12	39
controversial	مثيرة للجدل	-0.7	4	13
employed	صاحب عمل	-0.7	4	13
jews	اليهود	-0.7	4	13
confined	حبيس	-0.7	4	13
romans	الرومان	-0.7	4	13
ants	النمل	-0.7	8	26
scruffy	غذر	-0.7	8	26
rightly	بحق	-0.7	4	13
nausea	غثيان	-0.7	4	13
latter	أخير	-0.7	4	13
frightening	مخيف	-0.7	4	13
ano	الشرج	-0.7	8	26
#busy	#مشغول	-0.7	8	26
blondes	الشقراوات	-0.7	4	13
adderall	اديرال	-0.7	4	13
spoil	غنيمة	-0.7	24	78
decorate	تزيين	-0.7	12	39
dh	درهم	-0.7	4	13
haired	الشعر	-0.7	4	13
realizes	يدرك	-0.7	4	13
protesters	المتظاهرين	-0.7	4	13
sha	شاء	-0.7	4	13
explains	يشرح	-0.7	12	39
strict	صارم	-0.7	8	26
holla	تستأصل	-0.7	16	52
rental	تأجير	-0.7	4	13
spite	رغم	-0.7	4	13
kidneys	كلاوي	-0.7	4	13
tricked	خداع	-0.7	4	13
shaq	اونيل	-0.7	4	13
desired	مرغوب	-0.7	4	13
lynx	الوشق حيوان	-0.7	4	13
occupied	محتل	-0.7	4	13
#icant	#انا_لا_استطيع	-0.7	4	13
please	من فضلك	-0.7	821	2669
#silly	#سخيف	-0.7	4	13
boast	تباهى	-0.7	4	13
holt	هولت	-0.7	4	13
#blackberry	#ثمر_العليق	-0.7	4	13
naman	النعمان	-0.7	8	26
despair	يأس	-0.7	4	13
palestine	فلسطين	-0.7	4	13
croatia	كرواتيا	-0.7	4	13
cubicle	مهجع من عدة مهاجع	-0.7	4	13
trending	تتجه	-0.703	42	137
dated	مؤرخ	-0.703	23	75
tend	تميل	-0.703	27	88
child	طفل	-0.703	294	959
cum	نائب الرئيس	-0.703	42	137
creature	مخلوق	-0.704	19	62
bugs	البق	-0.704	19	62
fi	فاي	-0.705	15	49
pussy	كس	-0.705	142	464
pregnant	حامل	-0.706	133	435
equivalent	معادل	-0.706	26	85
lowkey	الزر الاسفل	-0.707	11	36
fone	فون	-0.707	11	36
lol	لول	-0.707	2180	7135
tryin	حاولت	-0.707	55	180
slapping	الصفع	-0.707	11	36
wrapper	إزار	-0.707	11	36
lambert	لامبرت	-0.708	18	59
usc	جامعة جنوب كاليفورنيا	-0.708	18	59
sneezing	العطس	-0.709	50	164
cyrus	سايروس	-0.709	32	105
opinion	رأي	-0.709	71	233
save	حفظ	-0.709	189	620
tweeting	تويتينغ	-0.71	233	765
lose	فقد	-0.71	332	1090
trainers	المدربين	-0.711	28	92
stern	مؤخرة	-0.711	7	23
shoveling	التجريف	-0.711	7	23
acting	التمثيل	-0.711	150	493
necessary	ضروري	-0.711	28	92
reputation	سمعة	-0.711	14	46
reasonable	معقول	-0.711	7	23
dollars	دولار	-0.711	101	332
marker	علامة	-0.711	7	23
temptation	إغراء	-0.711	7	23
refused	رفض	-0.711	14	46
vote	تصويت	-0.712	90	296
kitten	هريرة	-0.713	34	112
thrift	تقتير	-0.713	17	56
serious	جدي	-0.713	198	652
bullshit	هراء	-0.713	109	359
roots	جذور	-0.713	34	112
rep	ممثل	-0.714	27	89
tried	حاول	-0.714	356	1174
whores	القحبة	-0.715	20	66
#forreal	#حقا	-0.715	10	33
replying	الرد	-0.715	20	66
soggy	فطير	-0.715	10	33
uh	اه	-0.715	63	208
deny	تنكر	-0.715	20	66
ee	ه ه	-0.715	10	33
tyson	تايسون	-0.715	10	33
lesbians	مثليات	-0.715	10	33
kids	أطفال	-0.716	625	2065
sniff	شم	-0.717	13	43
believed	يعتقد	-0.717	13	43
minnesota	مينيسوتا	-0.717	13	43
#done	#منجز	-0.717	26	86
anyone	أي شخص	-0.718	862	2853
fee	رسوم	-0.719	16	53
guarantee	ضمان	-0.719	16	53
religious	ديني	-0.719	16	53
ex	السابق	-0.72	209	693
spiders	العناكب	-0.72	19	63
committed	ملتزم	-0.72	19	63
bout	نوبة	-0.721	374	1242
cnt	المركز الوطني للاستشعار	-0.721	25	83
upset	مضطراب	-0.721	144	478
low	منخفض	-0.722	228	758
annoy	غضب	-0.722	31	103
handle	مقبض	-0.722	146	485
sending	إرسال	-0.722	93	309
dirt	قذارة	-0.723	52	173
digit	أرقام	-0.725	3	10
grater	المبشرة أداة لتبشير	-0.725	3	10
schoolboy	تلميذ	-0.725	3	10
casper	كاسبر	-0.725	3	10
standstill	طريق مسدود	-0.725	3	10
footwear	حذاء	-0.725	3	10
obtain	تحصل	-0.725	3	10
#drugs	#المخدرات	-0.725	3	10
reek	تفوح منه رائحة عفنة	-0.725	6	20
slowing	تباطؤ	-0.725	3	10
luton	لوتون	-0.725	6	20
sexting	جنس عبر الرسائل	-0.725	3	10
solar	شمسي	-0.725	3	10
drags	تستمر	-0.725	3	10
anon	حالا	-0.725	9	30
batters	يخفق	-0.725	3	10
campaigns	الحملات	-0.725	3	10
curfew	حظر التجول	-0.725	6	20
popularity	شعبية	-0.725	6	20
anyhow	بأية حال	-0.725	3	10
injure	جرح	-0.725	3	10
roomate	الحجرة	-0.725	3	10
branding	العلامات التجارية	-0.725	3	10
#edm	#التنظيم_الإداري	-0.725	3	10
screenshot	لقطة شاشة	-0.725	6	20
obsess	أقلق	-0.725	3	10
mouthwash	غسول الفم	-0.725	6	20
recognise	تعرف	-0.725	6	20
amuse	سلى	-0.725	3	10
gaps	الفجوات	-0.725	3	10
mileage	عدد الأميال	-0.725	3	10
venting	التنفيس	-0.725	6	20
flopping	التخبط	-0.725	3	10
hurl	استعجل	-0.725	3	10
debates	المناقشات	-0.725	3	10
borders	الحدود	-0.725	3	10
printing	طبع	-0.725	6	20
improvement	تحسن	-0.725	12	40
squatting	قرفصاء	-0.725	3	10
brendan	بريندان	-0.725	9	30
#corny	#مبتذل	-0.725	6	20
upsets	المفاجآت	-0.725	6	20
conservative	محافظ	-0.725	9	30
grips	السيطرة	-0.725	3	10
competitor	منافس	-0.725	3	10
surrender	استسلام	-0.725	3	10
origin	الأصل	-0.725	3	10
tampons	سدادات قطنية	-0.725	15	50
deliberate	متعمد	-0.725	3	10
saucy	بذيء	-0.725	3	10
notices	إشعارات	-0.725	6	20
shrugs	تجاهلت	-0.725	6	20
identify	تحديد	-0.725	3	10
chink	شق	-0.725	3	10
cupboard	خزانة	-0.725	12	40
atheist	الملحد	-0.725	3	10
crooked	معوج	-0.725	6	20
verbally	شفهيا	-0.725	3	10
irons	حديد	-0.725	3	10
insulted	أهان	-0.725	6	20
robs	وهو يسرق	-0.725	3	10
rampage	ثورة	-0.725	9	30
#gettingold	#يشيخ	-0.725	3	10
hibs	هيبس	-0.725	9	30
prov	الأقليم	-0.725	3	10
osu	جامعة ولاية أوهايو	-0.725	12	40
selections	التحديدات	-0.725	3	10
silently	بصمت	-0.725	3	10
paparazzi	المصورون	-0.725	3	10
mayan	المايا	-0.725	3	10
#impatient	#نافذ_الصبر	-0.725	3	10
tents	الخيام	-0.725	3	10
broom	مكنسة	-0.725	3	10
gamble	مغامرة	-0.725	6	20
persuaded	مقتنع	-0.725	3	10
sadder	حزنا	-0.725	3	10
behave	تصرف	-0.725	15	50
whichever	أيما	-0.725	3	10
#overtired	#منهك	-0.725	3	10
#traffic	#مرور	-0.725	6	20
mater	الأم	-0.725	3	10
db	ديسيبل	-0.725	3	10
funny	مضحك	-0.727	570	1904
address	عنوان	-0.729	26	87
fags	النيك	-0.729	23	77
never	أبدا	-0.729	2952	9879
didnt	لم أكن	-0.729	239	800
mercy	رحمة	-0.729	26	87
attacking	مهاجمة	-0.73	20	67
#rich	#غني	-0.731	17	57
bo	بو	-0.732	28	94
slit	شق	-0.732	14	47
spelled	توضيح	-0.732	14	47
problem	مشكلة	-0.732	201	675
#bbc	#بي_بي_سي	-0.732	14	47
remember	تذكر	-0.733	920	3092
fucks	الملاعين	-0.733	47	158
retarded	معوق خلقيا	-0.734	33	111
nerve	العصب	-0.734	33	111
leagues	البطولات	-0.734	11	37
knocking	طرق	-0.735	19	64
dramatic	دراماتيكي	-0.735	19	64
jew	اليهودي	-0.737	8	27
bogus	مزيف	-0.737	8	27
earning	كسب	-0.737	8	27
satan	إبليس	-0.737	8	27
calling	دعوة	-0.738	202	682
act	عمل	-0.738	337	1138
cares	يهتم	-0.739	71	240
countries	الدول	-0.739	29	98
mouth	فم	-0.739	393	1329
nightmare	كابوس	-0.739	66	223
regarding	حول	-0.74	13	44
these	هؤلاء	-0.741	1511	5118
actions	الإجراءات	-0.741	49	166
texting	الرسائل النصية	-0.741	170	576
unable	غير قادر	-0.742	23	78
lottery	اليانصيب	-0.743	33	112
don	دون	-0.744	6269	21292
eu	الاتحاد الأوروبي	-0.745	5	17
prove	ثبت	-0.745	50	170
resembles	يشبه	-0.745	5	17
priority	أفضلية	-0.745	15	51
barnet	بارنت	-0.745	5	17
#raw	#الخام	-0.745	15	51
#finals	#نهائيات	-0.745	5	17
breakup	انفصال	-0.745	5	17
falcons	الصقور	-0.745	10	34
subscription	اشتراك	-0.745	5	17
corrected	تصحيح	-0.745	5	17
#miss	#الآنسة	-0.745	10	34
themes	الموضوعات	-0.745	5	17
buckets	دلاء	-0.745	5	17
faulty	خاطئ	-0.745	5	17
eng	المهندس	-0.745	5	17
vicious	شرير	-0.745	5	17
crews	أطقم	-0.745	5	17
lieing	الكذب	-0.745	5	17
raiders	المغيرين	-0.745	10	34
jeopardy	خطر	-0.745	5	17
fictional	خيالي	-0.745	5	17
ip	الملكية الفكرية	-0.745	5	17
mean	يعني	-0.746	545	1856
gain	ربح	-0.747	44	150
celebs	المشاهير	-0.748	17	58
thirsty	متعطش	-0.75	62	212
der	دير	-0.75	12	41
louder	أعلى صوتا	-0.75	12	41
stabbing	طعن بسكين	-0.75	12	41
bad	سيئة	-0.751	2258	7728
spitting	بصق	-0.752	33	113
pac	باك	-0.753	7	24
nani	ناني	-0.753	7	24
depth	عمق	-0.753	7	24
hamster	الهمستر حيوان قارض	-0.753	7	24
bitchy	مشاكس	-0.753	28	96
